uid,password,display name,email,first name,last name,members
connection1,icautobvt@1bm,icguig3 Conn01,icguig3_conn01@isc4sb.com,Icguig3,Conn01,Connections
connection2,icautobvt@1bm,Icguig3 Conn02,icguig3_conn02@isc4sb.com,Icguig3,Conn02,Connections
connection3,icautobvt@1bm,Icguig3 Conn03,icguig3_conn03@isc4sb.com,Icguig3,Conn03,Connections
connection4,icautobvt@1bm,Icguig3 Conn04,icguig3_conn04@isc4sb.com,Icguig3,Conn04,Connections
connection5,icautobvt@1bm,Icguig3 Conn05,icguig3_conn05@isc4sb.com,Icguig3,Conn05,Connections
connection6,icautobvt@1bm,Icguig3 Conn06,icguig3_conn06@isc4sb.com,Icguig3,Conn06,Connections
connection7,icautobvt@1bm,Icguig3 Conn07,icguig3_conn07@isc4sb.com,Icguig3,Conn07,Connections
connection8,icautobvt@1bm,Icguig3 Conn08,icguig3_conn08@isc4sb.com,Icguig3,Conn08,Connections
connection9,icautobvt@1bm,Icguig3 Conn09,icguig3_conn09@isc4sb.com,Icguig3,Conn09,Connections
connection10,icautobvt@1bm,Icguig3 Conn10,icguig3_conn10@isc4sb.com,Icguig3,Conn10,Connections
connection11,icautobvt@1bm,Icguig3 Conn11,icguig3_conn11@isc4sb.com,Icguig3,Conn11,Connections
connection12,icautobvt@1bm,Icguig3 Conn12,icguig3_conn12@isc4sb.com,Icguig3,Conn12,Connections
connection13,icautobvt@1bm,Icguig3 Conn13,icguig3_conn13@isc4sb.com,Icguig3,Conn13,Connections
connection14,icautobvt@1bm,Icguig3 Conn14,icguig3_conn14@isc4sb.com,Icguig3,Conn14,Connections
connection15,icautobvt@1bm,Icguig3 Conn15,icguig3_conn15@isc4sb.com,Icguig3,Conn15,Connections
connection16,icautobvt@1bm,Icguig3 Conn16,icguig3_conn16@isc4sb.com,Icguig3,Conn16,Connections
connection17,icautobvt@1bm,Icguig3 Conn17,icguig3_conn17@isc4sb.com,Icguig3,Conn17,Connections
connection18,icautobvt@1bm,Icguig3 Conn18,icguig3_conn18@isc4sb.com,Icguig3,Conn18,Connections
connection19,icautobvt@1bm,Icguig3 Conn19,icguig3_conn19@isc4sb.com,Icguig3,Conn19,Connections
connection20,icautobvt@1bm,Icguig3 Conn20,icguig3_conn20@isc4sb.com,Icguig3,Conn20,Connections
#admin,icautobvt@1bm-TJB,IcautoG3 Admin1,icautog3admin1@isc4sb.com,IcautoG3,admin1,Admin
engage01,icautobvt@1bm,Icguig3 Eng01,icguig3_eng01@isc4sb.com,Icguig3,Eng01,Engage
engage02,icautobvt@1bm,Icguig3 Eng02,icguig3_eng02@isc4sb.com,Icguig3,Eng02,Engage
engage03,icautobvt@1bm,Icguig3 Eng03,icguig3_eng03@isc4sb.com,Icguig3,Eng03,Engage
engage04,icautobvt@1bm,Icguig3 Eng04,icguig3_eng04@isc4sb.com,Icguig3,Eng04,Engage
engage05,icautobvt@1bm,Icguig3 Eng05,icguig3_eng05@isc4sb.com,Icguig3,Eng05,Engage
engage06,icautobvt@1bm,Icguig3 Eng06,icguig3_eng06@isc4sb.com,Icguig3,Eng06,Engage
engage07,icautobvt@1bm,Icguig3 Eng07,icguig3_eng07@isc4sb.com,Icguig3,Eng07,Engage
engage08,icautobvt@1bm,Icguig3 Eng08,icguig3_eng08@isc4sb.com,Icguig3,Eng08,Engage
engage09,icautobvt@1bm,Icguig3 Eng09,icguig3_eng09@isc4sb.com,Icguig3,Eng09,Engage
engage10,icautobvt@1bm,Icguig3 Eng10,icguig3_eng10@isc4sb.com,Icguig3,Eng10,Engage
