uid,password,display name,email,first name,last name,members
connection01,icautobvt@1bm,Icguibht6 Conn01,icguibht6_conn01@bluebox.lotus.com,Icguibht6,Conn01,Connections
connection02,icautobvt@1bm,Icguibht6 Conn02,icguibht6_conn02@bluebox.lotus.com,Icguibht6,Conn02,Connections
connection03,icautobvt@1bm,Icguibht6 Conn03,icguibht6_conn03@bluebox.lotus.com,Icguibht6,Conn03,Connections
connection04,icautobvt@1bm,Icguibht6 Conn04,icguibht6_conn04@bluebox.lotus.com,Icguibht6,Conn04,Connections
connection05,icautobvt@1bm,Icguibht6 Conn05,icguibht6_conn05@bluebox.lotus.com,Icguibht6,Conn05,Connections
connection06,icautobvt@1bm,Icguibht6 Conn06,icguibht6_conn06@bluebox.lotus.com,Icguibht6,Conn06,Connections
connection07,icautobvt@1bm,Icguibht6 Conn07,icguibht6_conn07@bluebox.lotus.com,Icguibht6,Conn07,Connections
connection08,icautobvt@1bm,Icguibht6 Conn08,icguibht6_conn08@bluebox.lotus.com,Icguibht6,Conn08,Connections
connection09,icautobvt@1bm,Icguibht6 Conn09,icguibht6_conn09@bluebox.lotus.com,Icguibht6,Conn09,Connections
connection10,icautobvt@1bm,Icguibht6 Conn10,icguibht6_conn10@bluebox.lotus.com,Icguibht6,Conn10,Connections
connection11,icautobvt@1bm,Icguibht6 Conn11,icguibht6_conn11@bluebox.lotus.com,Icguibht6,Conn11,Connections
connection12,icautobvt@1bm,Icguibht6 Conn12,icguibht6_conn12@bluebox.lotus.com,Icguibht6,Conn12,Connections
connection13,icautobvt@1bm,Icguibht6 Conn13,icguibht6_conn13@bluebox.lotus.com,Icguibht6,Conn13,Connections
connection14,icautobvt@1bm,Icguibht6 Conn14,icguibht6_conn14@bluebox.lotus.com,Icguibht6,Conn14,Connections
connection15,icautobvt@1bm,Icguibht6 Conn15,icguibht6_conn15@bluebox.lotus.com,Icguibht6,Conn15,Connections
connection16,icautobvt@1bm,Icguibht6 Conn16,icguibht6_conn16@bluebox.lotus.com,Icguibht6,Conn16,Connections
connection17,icautobvt@1bm,Icguibht6 Conn17,icguibht6_conn17@bluebox.lotus.com,Icguibht6,Conn17,Connections
connection18,icautobvt@1bm,Icguibht6 Conn18,icguibht6_conn18@bluebox.lotus.com,Icguibht6,Conn18,Connections
connection19,icautobvt@1bm,Icguibht6 Conn19,icguibht6_conn19@bluebox.lotus.com,Icguibht6,Conn19,Connections
connection20,icautobvt@1bm,Icguibht6 Conn20,icguibht6_conn20@bluebox.lotus.com,Icguibht6,Conn20,Connections
engage01,icautobvt@1bm,Icguibht6 Eng01,icguibht6_eng01@bluebox.lotus.com,Icguibht6,Eng01,Engage
engage02,icautobvt@1bm,Icguibht6 Eng02,icguibht6_eng02@bluebox.lotus.com,Icguibht6,Eng02,Engage
engage03,icautobvt@1bm,Icguibht6 Eng03,icguibht6_eng03@bluebox.lotus.com,Icguibht6,Eng03,Engage
engage04,icautobvt@1bm,Icguibht6 Eng04,icguibht6_eng04@bluebox.lotus.com,Icguibht6,Eng04,Engage
engage05,icautobvt@1bm,Icguibht6 Eng05,icguibht6_eng05@bluebox.lotus.com,Icguibht6,Eng05,Engage
engage06,icautobvt@1bm,Icguibht6 Eng06,icguibht6_eng06@bluebox.lotus.com,Icguibht6,Eng06,Engage
engage07,icautobvt@1bm,Icguibht6 Eng07,icguibht6_eng07@bluebox.lotus.com,Icguibht6,Eng07,Engage
engage08,icautobvt@1bm,Icguibht6 Eng08,icguibht6_eng08@bluebox.lotus.com,Icguibht6,Eng08,Engage
engage09,icautobvt@1bm,Icguibht6 Eng09,icguibht6_eng09@bluebox.lotus.com,Icguibht6,Eng09,Engage
engage10,icautobvt@1bm,Icguibht6 Eng10,icguibht6_eng10@bluebox.lotus.com,Icguibht6,Eng10,Engage
#admin,passw0rd-TJB,icauto bht6,icautobht6@bluebox.lotus.com,icauto,bht6,Admin
#guest,passw0rd-TJB,Amy bht6Guest1028,abht6guest1028@bluebox.lotus.com,Amy,bht6Guest1028,guest
#connection4,passw0rd,Amy Jones0430,ajones0430@bluebox.lotus.com,Amy,Jones0430,ext1
#engage,passw0rd,Amy Jones0431,ajones0431@bluebox.lotus.com,Amy,Jones0431,ext2
